1,1
1,2
1,3
1,4
1,5
1,6
2,7
2,1
2,8
2,9
2,3
2,2
3,10
3,8
3,11
3,9
3,4
3,5
3,12
4,3
4,5
4,14
4,6
4,4
4,13
5,1
5,2
5,15
5,3
5,16
5,10
5,5
6,12
6,9
6,17
6,14
6,6
6,13
6,4
7,3
7,14
7,5
7,6
7,9
7,15
8,2
8,13
8,5
8,8
8,17
8,6
8,7
9,7
9,3
9,5
9,8
9,9
9,13
10,2
10,13
10,5
10,8
10,17
10,18
10,1
11,7
11,12
11,15
11,13
11,10
11,16
11,5
12,7
12,1
12,10
12,11
12,9
12,15
12,2
13,1
13,2
13,15
13,3
13,16
13,12
13,9
14,7
14,12
14,15
14,13
14,10
14,16
14,6
15,1
15,2
15,3
15,4
15,5
15,14
15,15
16,3
16,14
16,5
16,6
16,11
16,4
17,7
17,1
17,10
17,11
17,9
17,14
17,5
18,12
18,9
18,17
18,14
18,6
18,2
18,15
19,7
19,3
19,5
19,8
19,9
19,13
20,7
20,3
20,5
20,8
20,9
20,16
20,1
21,1
21,2
21,3
21,4
21,5
21,15
21,7
22,7
22,1
22,10
22,11
22,9
22,5
22,2
23,7
23,3
23,5
23,8
23,9
23,11
23,16
24,7
24,3
24,5
24,8
24,9
24,2
24,1
25,12
25,9
25,17
25,14
25,6
25,15
25,7
26,12
26,9
26,17
26,14
26,6
26,2
26,13
27,3
27,14
27,5
27,6
27,15
27,7
28,3
28,14
28,5
28,6
28,7
28,10
29,7
29,3
29,5
29,8
29,9
29,11
29,13
30,3
30,14
30,5
30,6
30,12
30,7
31,3
31,14
31,5
31,6
31,7
31,4
32,2
32,13
32,5
32,8
32,17
32,1
32,14
33,7
33,12
33,15
33,13
33,10
33,2
33,17
34,7
34,3
34,5
34,8
34,9
34,18
34,4
35,1
35,10
35,11
35,9
35,18
35,7
36,1
36,2
36,3
36,4
36,5
36,8
36,7
37,10
37,8
37,11
37,9
37,4
37,2
37,12
38,7
38,3
38,5
38,8
38,9
38,15
38,16
39,7
39,1
39,10
39,11
39,9
39,7
39,4
40,12
40,9
40,17
40,14
40,6
40,11
40,16
41,7
41,3
41,5
41,8
41,9
41,11
41,14
42,1
42,2
42,15
42,3
42,16
42,7
42,17
43,12
43,9
43,17
43,14
43,6
43,8
43,16
44,7
44,3
44,5
44,8
44,9
44,16
44,1
45,1
45,2
45,3
45,4
45,5
45,9
46,2
46,13
46,5
46,8
46,17
46,6
47,7
47,12
47,15
47,13
47,10
47,17
47,16
48,7
48,1
48,8
48,9
48,12
48,11
49,2
49,13
49,8
49,17
49,5
49,6
50,10
50,8
50,11
50,9
50,4
50,12
50,1
51,7
51,3
51,5
51,8
51,9
51,18
51,10
52,7
52,12
52,15
52,13
52,10
52,5
52,6
53,7
53,1
53,8
53,9
53,3
53,10
54,7
54,1
54,10
54,11
54,9
54,2
54,17
55,1
55,2
55,3
55,4
55,5
55,10
55,7
56,7
56,1
56,8
56,9
56,2
56,4
57,12
57,9
57,17
57,14
57,6
57,3
57,2
58,7
58,1
58,8
58,9
58,10
59,7
59,3
59,5
59,8
59,9
59,4
59,13
60,2
60,13
60,5
60,8
60,17
60,16
60,15
61,7
61,1
61,8
61,9
61,11
61,17
62,10
62,8
62,11
62,9
62,4
62,1
62,16
63,1
63,2
63,15
63,3
63,16
63,4
63,6
64,7
64,1
64,10
64,11
64,9
64,16
64,5
65,7
65,12
65,15
65,13
65,10
65,18
65,8
66,7
66,1
66,8
66,9
66,17
66,2
67,7
67,12
67,15
67,13
67,10
67,8
67,5
68,1
68,2
68,15
68,3
68,16
68,14
68,7
69,3
69,14
69,5
69,6
69,12
69,10
70,2
70,13
70,5
70,8
70,17
70,7
70,6
71,7
71,12
71,15
71,13
71,10
71,5
72,1
72,2
72,3
72,4
72,5
72,14
72,15
73,1
73,2
73,15
73,3
73,16
73,7
73,10
74,7
74,12
74,15
74,13
74,10
74,5
74,7
75,12
75,9
75,17
75,14
75,6
75,10
75,7
76,2
76,13
76,5
76,8
76,17
76,15
76,14
77,1
77,2
77,3
77,4
77,5
77,13
77,8
78,3
78,5
78,14
78,5
78,6
78,8
78,2
79,7
79,1
79,10
79,11
79,9
79,4
79,15
80,2
80,13
80,5
80,8
80,17
80,16
80,5
81,10
81,8
81,11
81,9
81,4
81,7
81,16
82,10
82,8
82,11
82,9
82,4
82,2
82,7
83,2
83,13
83,5
83,8
83,17
83,1
83,15
84,1
84,2
84,15
84,3
84,16
84,14
84,4
85,10
85,8
85,11
85,9
85,4
85,1
85,7
86,1
86,2
86,15
86,3
86,16
86,7
86,5
87,1
87,2
87,3
87,4
87,5
87,17
87,14
88,1
88,2
88,15
88,3
88,16
88,14
88,11
89,1
89,2
89,3
89,4
89,5
89,15
89,6
90,10
90,8
90,11
90,9
90,4
90,16
90,3
91,7
91,1
91,8
91,9
91,13
91,2
92,7
92,1
92,10
92,11
92,9
92,18
92,2
93,7
93,1
93,8
93,9
93,6
93,17
94,7
94,3
94,5
94,8
94,9
94,15
94,2
95,2
95,13
95,5
95,8
95,17
95,15
95,14
96,1
96,2
96,3
96,4
96,5
96,6
96,11
97,12
97,9
97,17
97,14
97,6
97,2
98,3
98,14
98,5
98,6
98,9
98,7
99,7
99,3
99,5
99,8
99,9
99,16
99,12
100,1
100,2
100,15
100,3
100,16
100,13
100,7
101,7
101,12
101,15
101,13
101,10
101,7
101,14
102,1
102,2
102,3
102,4
102,5
102,13
102,6
103,1
103,2
103,3
103,4
103,5
104,7
104,1
104,8
104,9
104,13
104,12
105,10
105,8
105,11
105,9
105,4
105,2
105,12
106,1
106,2
106,15
106,3
106,16
106,7
106,4
107,2
107,13
107,5
107,8
107,17
107,7
107,1
108,12
108,9
108,17
108,14
108,6
108,4
108,2
109,7
109,1
109,10
109,11
109,9
109,4
109,2
110,7
110,3
110,5
110,8
110,9
110,10
110,17
111,7
111,12
111,15
111,13
111,10
111,9
111,1
112,12
112,9
112,17
112,14
112,6
112,18
112,3
113,7
113,12
113,15
113,13
113,10
113,17
113,5
114,12
114,9
114,17
114,14
114,6
114,5
114,1
115,3
115,14
115,5
115,6
115,16
115,9
116,7
116,3
116,5
116,8
116,9
116,4
116,10
117,1
117,2
117,3
117,4
117,5
117,12
118,12
118,9
118,17
118,14
118,6
118,15
119,3
119,14
119,5
119,6
119,1
119,4
120,1
120,2
120,15
120,3
120,16
120,17
120,4
121,7
121,1
121,10
121,11
121,9
121,17
121,8
122,7
122,12
122,15
122,13
122,10
122,17
122,11
123,7
123,1
123,8
123,9
123,5
123,13
124,7
124,3
124,5
124,8
124,9
124,6
124,12
125,1
125,10
125,11
125,9
125,7
125,17
126,2
126,13
126,5
126,8
126,17
126,7
126,6
127,1
127,2
127,3
127,4
127,5
127,8
127,16
128,3
128,14
128,5
128,6
128,13
128,17
129,7
129,3
129,5
129,8
129,9
129,14
129,17
130,3
130,14
130,5
130,6
130,13
130,10
131,10
131,8
131,11
131,9
131,4
131,17
131,2
132,7
132,1
132,8
132,9
132,10
132,17
133,1
133,2
133,3
133,4
133,5
133,15
133,16
134,7
134,3
134,5
134,8
134,9
134,4
134,1
135,7
135,1
135,10
135,11
135,9
135,15
135,5
136,12
136,9
136,17
136,14
136,6
136,1
136,13
137,3
137,14
137,5
137,6
137,8
137,7
138,1
138,2
138,3
138,4
138,5
138,17
138,6
139,12
139,9
139,17
139,14
139,6
139,5
139,4
140,10
140,8
140,11
140,9
140,4
140,17
140,2
141,7
141,1
141,10
141,11
141,9
141,17
141,13
142,7
142,3
142,5
142,8
142,9
142,18
142,10
143,12
143,9
143,17
143,14
143,6
143,15
143,7
144,10
144,8
144,11
144,9
144,4
144,18
144,14
145,7
145,1
145,10
145,11
145,9
145,5
145,15
146,1
146,2
146,3
146,4
146,5
146,14
146,9
147,10
147,8
147,11
147,9
147,4
147,3
147,17
148,7
148,3
148,5
148,8
148,9
148,15
148,2
149,3
149,14
149,5
149,6
149,18
149,7
150,10
150,8
150,11
150,9
150,4
150,16
150,17
151,1
151,2
151,3
151,4
151,5
151,7
151,8
152,2
152,13
152,5
152,8
152,17
152,16
152,15
153,7
153,1
153,8
153,9
153,10
153,5
154,3
154,14
154,5
154,6
154,11
154,15
155,7
155,12
155,15
155,13
155,10
155,16
155,5
156,2
156,13
156,5
156,8
156,17
156,12
156,3
157,7
157,1
157,10
157,11
157,9
157,3
157,5
158,10
158,8
158,11
158,9
158,4
158,5
158,6
159,2
159,13
159,5
159,8
159,17
159,1
159,12
160,1
160,2
160,3
160,4
160,5
160,11
160,17
161,1
161,2
161,15
161,3
161,16
161,13
162,7
162,12
162,15
162,13
162,10
162,3
162,11
163,7
163,1
163,10
163,11
163,9
163,17
163,5
164,7
164,12
164,15
164,13
164,10
164,4
164,14
165,12
165,9
165,17
165,14
165,6
165,5
165,10
166,10
166,8
166,11
166,9
166,4
166,18
166,17
167,1
167,2
167,3
167,4
167,5
167,7
167,13
168,2
168,13
168,5
168,8
168,17
168,1
168,7
169,1
169,2
169,3
169,4
169,5
169,6
169,12
170,10
170,8
170,11
170,9
170,4
170,5
170,7
171,10
171,8
171,11
171,9
171,4
171,12
171,13
172,2
172,13
172,5
172,8
172,17
172,9
172,4
173,7
173,1
173,10
173,11
173,9
173,3
173,13
174,3
174,5
174,8
174,9
174,2
174,7
175,3
175,14
175,5
175,6
175,16
175,9
176,7
176,1
176,8
176,9
176,5
176,2
177,12
177,9
177,17
177,14
177,6
177,8
177,4
178,1
178,2
178,15
178,3
178,16
178,10
179,2
179,13
179,5
179,8
179,17
179,4
179,1
180,7
180,1
180,8
180,9
180,3
180,6
181,3
181,14
181,5
181,6
181,13
181,16
182,1
182,2
182,15
182,3
182,16
182,5
182,9
183,7
183,12
183,15
183,13
183,10
183,8
183,3
184,2
184,13
184,8
184,17
184,5
184,15
185,10
185,8
185,11
185,9
185,4
185,16
185,7
186,1
186,2
186,3
186,4
186,5
186,7
186,9
187,10
187,8
187,11
187,9
187,4
187,15
187,17
188,7
188,1
188,8
188,9
188,18
188,14
189,12
189,9
189,17
189,14
189,6
189,1
189,5
190,12
190,9
190,17
190,14
190,6
190,1
190,15
191,3
191,14
191,5
191,6
191,8
191,16
192,1
192,2
192,15
192,3
192,16
192,5
192,13
193,10
193,8
193,11
193,9
193,4
193,5
193,1
194,7
194,1
194,10
194,11
194,9
194,18
194,12
195,3
195,14
195,5
195,6
195,18
195,9
196,1
196,2
196,3
196,4
196,5
196,6
196,7
197,1
197,2
197,15
197,3
197,16
197,9
197,4
198,3
198,14
198,5
198,6
198,13
198,11
199,12
199,9
199,17
199,14
199,6
199,18
199,3
200,3
200,14
200,5
200,6
200,9
200,8
201,2
201,13
201,5
201,8
201,17
201,4
201,7
202,7
202,1
202,10
202,11
202,9
202,16
202,12
203,1
203,2
203,15
203,3
203,16
203,17
203,14
204,7
204,12
204,15
204,13
204,10
204,9
204,6
205,1
205,2
205,3
205,4
205,5
205,10
205,16
206,10
206,8
206,11
206,9
206,4
206,6
206,12
207,1
207,2
207,15
207,3
207,16
207,12
207,5
208,7
208,12
208,15
208,13
208,10
208,16
208,6
209,10
209,8
209,11
209,9
209,4
209,12
209,2
210,2
210,13
210,5
210,8
210,17
210,14
210,1
211,12
211,15
211,13
211,10
211,2
211,7
212,10
212,8
212,11
212,9
212,4
212,7
212,14
213,1
213,10
213,11
213,9
213,7
213,6
214,7
214,1
214,10
214,11
214,9
214,17
214,14
215,12
215,9
215,17
215,14
215,6
215,11
215,7
216,3
216,14
216,5
216,6
216,9
216,7
217,1
217,2
217,15
217,3
217,16
217,8
217,17
218,7
218,1
218,10
218,11
218,9
218,15
218,13
219,1
219,2
219,15
219,3
219,16
219,4
219,9
220,1
220,2
220,15
220,3
220,16
220,18
220,10
221,12
221,9
221,17
221,14
221,6
221,3
221,7
222,7
222,3
222,8
222,9
222,5
222,16
223,7
223,3
223,8
223,9
223,5
223,2
224,1
224,2
224,15
224,3
224,16
224,12
224,6
225,7
225,3
225,5
225,8
225,9
225,12
225,17
226,12
226,9
226,17
226,14
226,6
226,15
226,11
227,2
227,13
227,5
227,8
227,17
227,5
227,15
228,3
228,14
228,5
228,6
228,4
228,7
229,7
229,1
229,8
229,9
229,5
230,3
230,14
230,5
230,6
230,11
230,15
231,10
231,8
231,11
231,9
231,4
231,5
231,3
232,1
232,2
232,15
232,3
232,16
232,10
232,5
233,1
233,10
233,11
233,9
233,7
233,3
234,1
234,2
234,15
234,3
234,16
234,13
235,1
235,2
235,15
235,3
235,16
235,11
235,10
236,7
236,1
236,10
236,11
236,9
236,8
236,15
237,10
237,8
237,11
237,9
237,4
237,18
237,16
238,7
238,1
238,10
238,11
238,9
238,5
238,4
239,10
239,8
239,11
239,9
239,4
239,5
239,15
240,1
240,2
240,15
240,3
240,16
240,7
240,5
241,7
241,12
241,15
241,13
241,10
241,3
241,8
242,7
242,12
242,15
242,13
242,10
242,5
243,12
243,9
243,17
243,14
243,6
243,13
243,5
244,12
244,9
244,17
244,14
244,6
